turker    	 adjective     	 response 	 mean  	 onestdev 	 respdev          	 had_negative     logrespdev
T_3000137 	 exceptional   	 8300     	 7590  	 475      	 1.494736842         noNeg            0.401950165930298
T_1878803 	 exceptional   	 7930     	 7820  	 60       	 1.833333333         noNeg            0.606135803388497
T_4949431 	 exceptional   	 3800     	 3130  	 260      	 2.576923077         noNeg            0.946596081399335
T_2084827 	 exceptional   	 7210     	 6840  	 180      	 2.055555556         noNeg            0.720546154964276
T_9125645 	 exceptional   	 8900     	 8460  	 205      	 2.146341463         noNeg            0.763764747580717
T_8096400 	 exceptional   	 7919     	 7900  	 10       	 1.9                 noNeg            0.641853886172395
T_9214522 	 exceptional   	 9200     	 9020  	 180      	 1                   noNeg            2.22044604925031e-16
T_685489  	 exceptional   	 6450     	 6370  	 45       	 1.777777778         noNeg            0.575364145028562
T_6295475 	 exceptional   	 7810     	 7630  	 95       	 1.894736842         noNeg            0.639079959234114
T_7784562 	 exceptional   	 2175     	 1950  	 140      	 1.607142857         noNeg            0.474457979506227
T_8547399 	 exceptional   	 7600     	 6550  	 350      	 3                   noNeg            1.09861228866811
T_2878766 	 exceptional   	 3725     	 3440  	 195      	 1.461538462         noNeg            0.379489622020693
T_1229446 	 exceptional   	 9200     	 8490  	 415      	 1.710843373         noNeg            0.53698644951593
T_5876294 	 exceptional   	 4800     	 4290  	 365      	 1.397260274         noNeg            0.334513372155488
T_7751708 	 exceptional   	 3300     	 3180  	 145      	 0.8275862069        noNeg            -0.189241999634362
T_4921955 	 exceptional   	 4500     	 4110  	 490      	 0.7959183673        noNeg            -0.228258652039954
T_1434309 	 exceptional   	 7000     	 6620  	 175      	 2.171428571         noNeg            0.775385278599549
T_6731852 	 exceptional   	 2050     	 1860  	 115      	 1.652173913         noNeg            0.50209194377092
T_5041108 	 exceptional   	 1725     	 1320  	 280      	 1.446428571         noNeg            0.369097463640993
T_322226  	 exceptional   	 5903     	 5660  	 185      	 1.313513514         noNeg            0.272705618632594
T_951637  	 exceptional   	 6300     	 5810  	 310      	 1.580645161         noNeg            0.457833093441807
T_8731071 	 exceptional   	 7500     	 6910  	 275      	 2.145454545         noNeg            0.76335143902133
T_723482  	 exceptional   	 9000     	 8770  	 230      	 1                   noNeg            2.22044604925031e-16
T_3392083 	 exceptional   	 3000     	 2860  	 195      	 0.7179487179        noNeg            -0.331357136022299
T_8040065 	 exceptional   	 970      	 570   	 200      	 2                   noNeg            0.693147180559945
T_2162627 	 exceptional   	 3500     	 2780  	 480      	 1.5                 noNeg            0.405465108108165
T_4411108 	 exceptional   	 9750     	 9410  	 180      	 1.888888889         noNeg            0.63598876677882
T_6607470 	 exceptional   	 6700     	 6450  	 90       	 2.777777778         noNeg            1.02165124761198
T_3722440 	 exceptional   	 3000     	 2050  	 475      	 2                   noNeg            0.693147180559945
T_8249180 	 exceptional   	 4000     	 3550  	 370      	 1.216216216         noNeg            0.195744576948318
T_1871191 	 exceptional   	 2740     	 2520  	 155      	 1.419354839         noNeg            0.35020242963766
T_6363927 	 feasible      	 6950     	 6880  	 110      	 0.6363636364        noNeg            -0.451985123685914
T_1624020 	 feasible      	 750      	 710   	 80       	 0.5                 noNeg            -0.693147180559945
T_3134710 	 feasible      	 4100     	 3880  	 155      	 1.419354839         noNeg            0.35020242963766
T_3796733 	 feasible      	 2700     	 2570  	 245      	 0.5306122449        noNeg            -0.633723760085298
T_8198894 	 feasible      	 3500     	 3320  	 390      	 0.4615384615        noNeg            -0.773189888316815
T_3479305 	 feasible      	 9800     	 9690  	 475      	 0.2315789474        noNeg            -1.46283443810586
T_5617971 	 feasible      	 2400     	 2080  	 175      	 1.828571429         noNeg            0.603535022104633
T_9210712 	 feasible      	 3100     	 3070  	 370      	 0.08108108108       noNeg            -2.51230562398945
T_2831028 	 feasible      	 10007    	 9980  	 205      	 0.1317073171        noNeg            -2.02717311293037
T_9163086 	 feasible      	 8800     	 8590  	 160      	 1.3125              noNeg            0.271933715483642
T_4876852 	 feasible      	 10300    	 9940  	 345      	 1.043478261         noNeg            0.0425596145437961
T_2341603 	 feasible      	 6000     	 5890  	 150      	 0.7333333333        noNeg            -0.310154928349294
T_6678527 	 feasible      	 8011     	 7960  	 425      	 0.12                noNeg            -2.12026353620009
T_8268152 	 feasible      	 7320     	 7100  	 415      	 0.5301204819        noNeg            -0.634650973930609
T_8297042 	 feasible      	 1050     	 1030  	 155      	 0.1290322581        noNeg            -2.04769284309025
T_2942381 	 feasible      	 8620     	 8600  	 280      	 0.07142857143       noNeg            -2.63905732959526
T_7187565 	 feasible      	 1175     	 1100  	 125      	 0.6                 noNeg            -0.51082562376599
T_5641237 	 feasible      	 10900    	 10480 	 375      	 1.12                noNeg            0.113328685307003
T_296336  	 feasible      	 545      	 540   	 5        	 1                   noNeg            2.22044604925031e-16
T_1875806 	 feasible      	 8380     	 8370  	 20       	 0.5                 noNeg            -0.693147180559945
T_1017006 	 feasible      	 2900     	 2800  	 340      	 0.2941176471        noNeg            -1.22377543148211
T_7611233 	 feasible      	 9000     	 8870  	 125      	 1.04                noNeg            0.0392207131532815
T_1246008 	 feasible      	 4025     	 3770  	 150      	 1.7                 noNeg            0.53062825106217
T_6688173 	 feasible      	 8279     	 7940  	 320      	 1.059375            noNeg            0.0576791115866782
T_5502786 	 feasible      	 3920     	 3730  	 245      	 0.7755102041        noNeg            -0.254234138360556
T_1266716 	 feasible      	 10800    	 10690 	 380      	 0.2894736842        noNeg            -1.23969088696438
T_1543323 	 feasible      	 2000     	 1910  	 150      	 0.6                 noNeg            -0.51082562376599
T_217164  	 feasible      	 9800     	 9770  	 225      	 0.1333333333        noNeg            -2.01490302079226
T_3884816 	 feasible      	 10700    	 10600 	 495      	 0.202020202         noNeg            -1.5993875766806
T_7123837 	 feasible      	 8920     	 8880  	 70       	 0.5714285714        noNeg            -0.559615787985422
T_35103   	 feasible      	 1550     	 1540  	 10       	 1                   noNeg            2.22044604925031e-16
T_3728488 	 feasible      	 5750     	 5690  	 160      	 0.375               noNeg            -0.980829253011726
T_1651081 	 feasible      	 5150     	 4880  	 225      	 1.2                 noNeg            0.182321556793955
T_4291661 	 feasible      	 4400     	 4020  	 250      	 1.52                noNeg            0.418710334858185
T_4972816 	 feasible      	 729      	 620   	 70       	 1.557142857         noNeg            0.442852640088042
T_9729131 	 feasible      	 2000     	 1910  	 60       	 1.5                 noNeg            0.405465108108165
T_1938066 	 feasible      	 1538     	 1520  	 310      	 0.05806451613       noNeg            -2.84620053956636
T_5925306 	 feasible      	 7200     	 7010  	 410      	 0.4634146341        noNeg            -0.769133087637867
T_5564499 	 feasible      	 2600     	 2460  	 335      	 0.4179104478        noNeg            -0.872488109122905
T_5485536 	 feasible      	 9542     	 9380  	 345      	 0.4695652174        noNeg            -0.755948081780457
T_9120069 	 feasible      	 4049     	 4030  	 245      	 0.07755102041       noNeg            -2.5568192313546
T_8244591 	 feasible      	 4150     	 3780  	 200      	 1.85                noNeg            0.615185639090234
T_6363927 	 dangerous     	 9620     	 9270  	 175      	 2                   noNeg            0.693147180559945
T_1624020 	 dangerous     	 8300     	 7650  	 380      	 1.710526316         noNeg            0.536801110292328
T_3134710 	 dangerous     	 3850     	 3310  	 300      	 1.8                 noNeg            0.587786664902119
T_8198894 	 dangerous     	 8330     	 7600  	 370      	 1.972972973         noNeg            0.679541528517865
T_3479305 	 dangerous     	 5500     	 4470  	 260      	 3.961538462         noNeg            1.37663245032466
T_9210712 	 dangerous     	 1359     	 1350  	 5        	 1.8                 noNeg            0.587786664902119
T_9163086 	 dangerous     	 3900     	 3160  	 250      	 2.96                noNeg            1.08518926833597
T_4876852 	 dangerous     	 5595     	 5380  	 110      	 1.954545455         noNeg            0.670157662567805
T_2341603 	 dangerous     	 4500     	 3260  	 425      	 2.917647059         noNeg            1.07077748973515
T_6678527 	 dangerous     	 4600     	 4090  	 175      	 2.914285714         noNeg            1.06962475169682
T_8268152 	 dangerous     	 4625     	 4100  	 265      	 1.981132075         noNeg            0.683668436367306
T_8297042 	 dangerous     	 1325     	 1170  	 80       	 1.9375              noNeg            0.661398482245365
T_2942381 	 dangerous     	 7500     	 6830  	 410      	 1.634146341         noNeg            0.491120552403076
T_7187565 	 dangerous     	 4900     	 4400  	 365      	 1.369863014         noNeg            0.3147107450597
T_5641237 	 dangerous     	 9160     	 8500  	 320      	 2.0625              noNeg            0.723918839226699
T_4839933 	 dangerous     	 9000     	 8160  	 450      	 1.866666667         noNeg            0.624154309251565
T_1875806 	 dangerous     	 2700     	 1940  	 410      	 1.853658537         noNeg            0.617161273805708
T_1017006 	 dangerous     	 2900     	 2040  	 455      	 1.89010989          noNeg            0.636634970238464
T_5355723 	 dangerous     	 6810     	 6590  	 115      	 1.913043478         noNeg            0.648695417852748
T_7611233 	 dangerous     	 2270     	 1490  	 390      	 2                   noNeg            0.693147180559945
T_1246008 	 dangerous     	 5500     	 5270  	 125      	 1.84                noNeg            0.609765571620894
T_190825  	 dangerous     	 4025     	 4000  	 25       	 1                   noNeg            2.22044604925031e-16
T_6688173 	 dangerous     	 10444    	 9990  	 235      	 1.931914894         noNeg            0.658511684095427
T_5502786 	 dangerous     	 11295    	 10460 	 390      	 2.141025641         noNeg            0.761284985715188
T_1266716 	 dangerous     	 8700     	 8560  	 60       	 2.333333333         noNeg            0.847297860244347
T_1543323 	 dangerous     	 2600     	 2240  	 190      	 1.894736842         noNeg            0.639079959234114
T_3884816 	 dangerous     	 2100     	 1960  	 95       	 1.473684211         noNeg            0.387765531330192
T_7123837 	 dangerous     	 7550     	 7270  	 145      	 1.931034483         noNeg            0.658055860873675
T_35103   	 dangerous     	 3800     	 2840  	 495      	 1.939393939         noNeg            0.662375521690067
T_1651081 	 dangerous     	 3890     	 3260  	 355      	 1.774647887         noNeg            0.573602029727623
T_4291661 	 dangerous     	 1500     	 890   	 265      	 2.301886792         noNeg            0.833729130984414
T_1938066 	 dangerous     	 7539     	 7250  	 145      	 1.993103448         noNeg            0.68969294555345
T_5564499 	 dangerous     	 2290     	 1700  	 295      	 2                   noNeg            0.693147180559945
T_5485536 	 dangerous     	 5218     	 5070  	 75       	 1.973333333         noNeg            0.679724160058886
T_8244591 	 dangerous     	 7800     	 7670  	 45       	 2.888888889         noNeg            1.06087196072372
T_4393712 	 desirable     	 6890     	 6770  	 80       	 1.5                 noNeg            0.405465108108165
T_4290470 	 desirable     	 7140     	 7020  	 170      	 0.7058823529        noNeg            -0.348306694326549
T_7800783 	 desirable     	 5400     	 5160  	 255      	 0.9411764706        noNeg            -0.0606246218039346
T_2142702 	 desirable     	 6400     	 6130  	 305      	 0.8852459016        noNeg            -0.121889817653481
T_9020567 	 desirable     	 9300     	 9120  	 155      	 1.161290323         noNeg            0.149531734332075
T_7579813 	 desirable     	 2100     	 1940  	 460      	 0.347826087         noNeg            -1.05605267412431
T_9988687 	 desirable     	 3050     	 2850  	 280      	 0.7142857143        noNeg            -0.336472236601213
T_7123947 	 desirable     	 2000     	 1790  	 185      	 1.135135135         noNeg            0.126751705520097
T_1929882 	 desirable     	 3540     	 3130  	 405      	 1.012345679         noNeg            0.0122700925796195
T_8660769 	 desirable     	 7300     	 6850  	 395      	 1.139240506         noNeg            0.130361817574355
T_6517834 	 desirable     	 1650     	 1590  	 430      	 0.1395348837        noNeg            -1.96944064661551
T_4562535 	 desirable     	 10760    	 10030 	 365      	 2                   noNeg            0.693147180559945
T_7491533 	 desirable     	 7650     	 7520  	 175      	 0.7428571429        noNeg            -0.297251523410239
T_3000137 	 desirable     	 5100     	 4830  	 245      	 1.102040816         noNeg            0.0971637481573516
T_1878803 	 desirable     	 9800     	 9720  	 120      	 0.6666666667        noNeg            -0.405465108058164
T_2656155 	 desirable     	 4351     	 3580  	 385      	 2.002597403         noNeg            0.694445039476583
T_4949431 	 desirable     	 2450     	 2320  	 70       	 1.857142857         noNeg            0.6190392083293
T_2084827 	 desirable     	 4025     	 3650  	 415      	 0.9036144578        noNeg            -0.101352494294954
T_9125645 	 desirable     	 7880     	 7780  	 225      	 0.4444444444        noNeg            -0.810930216316328
T_8096400 	 desirable     	 10000    	 9880  	 135      	 0.8888888889        noNeg            -0.117783035643883
T_9214522 	 desirable     	 1590     	 1560  	 45       	 0.6666666667        noNeg            -0.405465108058164
T_685489  	 desirable     	 9960     	 9910  	 30       	 1.666666667         noNeg            0.510825623965991
T_6295475 	 desirable     	 5800     	 5620  	 280      	 0.6428571429        noNeg            -0.441832752212372
T_7784562 	 desirable     	 6280     	 6250  	 40       	 0.75                noNeg            -0.287682072451781
T_8547399 	 desirable     	 1750     	 1650  	 65       	 1.538461538         noNeg            0.430782915792454
T_2878766 	 desirable     	 5500     	 5360  	 295      	 0.4745762712        noNeg            -0.745332933701944
T_1229446 	 desirable     	 9150     	 9060  	 125      	 0.72                noNeg            -0.328504066972036
T_5876294 	 desirable     	 7600     	 7280  	 450      	 0.7111111111        noNeg            -0.340926586986218
T_7751708 	 desirable     	 2200     	 1950  	 350      	 0.7142857143        noNeg            -0.336472236601213
T_4921955 	 desirable     	 9500     	 9380  	 265      	 0.4528301887        noNeg            -0.792238083158342
T_1434309 	 desirable     	 6600     	 6320  	 110      	 2.545454545         noNeg            0.934309237198262
T_6731852 	 desirable     	 3200     	 3140  	 60       	 1                   noNeg            2.22044604925031e-16
T_5041108 	 desirable     	 6150     	 5900  	 220      	 1.136363636         noNeg            0.127833371189885
T_322226  	 desirable     	 7431     	 7130  	 335      	 0.8985074627        noNeg            -0.10702026706124
T_951637  	 desirable     	 2000     	 1720  	 335      	 0.8358208955        noNeg            -0.179340928682602
T_2872004 	 desirable     	 4600     	 4390  	 370      	 0.5675675676        noNeg            -0.566395474863658
T_723482  	 desirable     	 1000     	 800   	 115      	 1.739130435         noNeg            0.553385238309787
T_3392083 	 desirable     	 9200     	 9140  	 410      	 0.1463414634        noNeg            -1.92181259757625
T_8040065 	 desirable     	 3600     	 3190  	 465      	 0.8817204301        noNeg            -0.125880245897539
T_2162627 	 desirable     	 4500     	 4250  	 160      	 1.5625              noNeg            0.44628710262842
T_5828551 	 desirable     	 7800     	 7260  	 240      	 2.25                noNeg            0.810930216216329
T_4411108 	 desirable     	 8400     	 8130  	 295      	 0.9152542373        noNeg            -0.0885533973284819
T_6607470 	 desirable     	 9160     	 9080  	 55       	 1.454545455         noNeg            0.374693449753911
T_3722440 	 desirable     	 7500     	 7440  	 95       	 0.6315789474        noNeg            -0.45953232932844
T_3120457 	 desirable     	 8890     	 8860  	 15       	 2                   noNeg            0.693147180559945
T_8249180 	 desirable     	 6560     	 6530  	 20       	 1.5                 noNeg            0.405465108108165
T_1871191 	 desirable     	 8550     	 8490  	 65       	 0.9230769231        noNeg            -0.0800427076485362
T_4393712 	 unprecedented 	 6920     	 6280  	 370      	 1.72972973          noNeg            0.547965170871698
T_4290470 	 unprecedented 	 7200     	 6940  	 190      	 1.368421053         noNeg            0.313657559124273
T_2142702 	 unprecedented 	 8680     	 8270  	 210      	 1.952380952         noNeg            0.669049628785763
T_9020567 	 unprecedented 	 8500     	 7690  	 305      	 2.655737705         noNeg            0.976722471089937
T_7579813 	 unprecedented 	 3020     	 2080  	 435      	 2.16091954          noNeg            0.770533844068983
T_9988687 	 unprecedented 	 6780     	 6250  	 270      	 1.962962963         noNeg            0.674455047566661
T_7123947 	 unprecedented 	 3210     	 3180  	 20       	 1.5                 noNeg            0.405465108108165
T_1929882 	 unprecedented 	 6000     	 5290  	 410      	 1.731707317         noNeg            0.549107810294754
T_8660769 	 unprecedented 	 2500     	 2190  	 95       	 3.263157895         noNeg            1.1826954059593
T_6517834 	 unprecedented 	 9450     	 9180  	 140      	 1.928571429         noNeg            0.656779536611293
T_4562535 	 unprecedented 	 4300     	 3370  	 325      	 2.861538462         noNeg            1.05135940397885
T_7491533 	 unprecedented 	 8400     	 7410  	 415      	 2.385542169         noNeg            0.869426423034301
T_1878803 	 unprecedented 	 3950     	 3310  	 335      	 1.910447761         noNeg            0.647337644427089
T_2656155 	 unprecedented 	 10390    	 8380  	 435      	 4.620689655         noNeg            1.53054396992712
T_2084827 	 unprecedented 	 6745     	 6690  	 30       	 1.833333333         noNeg            0.606135803388497
T_9125645 	 unprecedented 	 9060     	 8940  	 50       	 2.4                 noNeg            0.8754687373539
T_8096400 	 unprecedented 	 8750     	 8140  	 345      	 1.768115942         noNeg            0.569914540119604
T_9214522 	 unprecedented 	 7640     	 7210  	 215      	 2                   noNeg            0.693147180559945
T_685489  	 unprecedented 	 3550     	 3360  	 110      	 1.727272727         noNeg            0.546543706210175
T_6295475 	 unprecedented 	 11000    	 10100 	 455      	 1.978021978         noNeg            0.682097344362249
T_7784562 	 unprecedented 	 7570     	 7190  	 255      	 1.490196078         noNeg            0.398907707272532
T_8547399 	 unprecedented 	 2500     	 1760  	 200      	 3.7                 noNeg            1.30833281965018
T_2878766 	 unprecedented 	 3330     	 2710  	 305      	 2.032786885         noNeg            0.709407701310758
T_5876294 	 unprecedented 	 2300     	 1080  	 410      	 2.975609756         noNeg            1.09044897799616
T_7751708 	 unprecedented 	 6890     	 6860  	 15       	 2                   noNeg            0.693147180559945
T_4921955 	 unprecedented 	 9000     	 7920  	 485      	 2.226804124         noNeg            0.800567429310412
T_1434309 	 unprecedented 	 3300     	 2170  	 470      	 2.404255319         noNeg            0.877240216940335
T_6731852 	 unprecedented 	 9700     	 9170  	 200      	 2.65                noNeg            0.974559639998131
T_5041108 	 unprecedented 	 8450     	 7260  	 420      	 2.833333333         noNeg            1.04145387471051
T_322226  	 unprecedented 	 5020     	 4970  	 35       	 1.428571429         noNeg            0.356674944238733
T_951637  	 unprecedented 	 6400     	 5870  	 435      	 1.218390805         noNeg            0.197530975787672
T_8731071 	 unprecedented 	 2500     	 2210  	 75       	 3.866666667         noNeg            1.35239280953042
T_723482  	 unprecedented 	 4400     	 4290  	 65       	 1.692307692         noNeg            0.526093095714961
T_3392083 	 unprecedented 	 8040     	 7920  	 60       	 2                   noNeg            0.693147180559945
T_5828551 	 unprecedented 	 8000     	 6550  	 385      	 3.766233766         noNeg            1.32607550106477
T_4411108 	 unprecedented 	 10100    	 9450  	 340      	 1.911764706         noNeg            0.648026745341014
T_6607470 	 unprecedented 	 9445     	 9020  	 90       	 4.722222222         noNeg            1.55227949854709
T_3722440 	 unprecedented 	 1500     	 1420  	 35       	 2.285714286         noNeg            0.826678573309468
T_8249180 	 unprecedented 	 8120     	 7720  	 300      	 1.333333333         noNeg            0.287682072201781
T_1871191 	 unprecedented 	 9020     	 8850  	 45       	 3.777777778         noNeg            1.32913594733877
T_4393712 	 viable        	 8210     	 8190  	 20       	 1                   noNeg            2.22044604925031e-16
T_4290470 	 viable        	 7700     	 7560  	 275      	 0.5090909091        noNeg            -0.675128675039409
T_7800783 	 viable        	 10900    	 10630 	 385      	 0.7012987013        noNeg            -0.354821375287557
T_2142702 	 viable        	 4175     	 4100  	 50       	 1.5                 noNeg            0.405465108108165
T_9020567 	 viable        	 3700     	 3120  	 300      	 1.933333333         noNeg            0.65924562871185
T_7579813 	 viable        	 4620     	 4580  	 75       	 0.5333333333        noNeg            -0.628608659484874
T_9988687 	 viable        	 8650     	 8500  	 170      	 0.8823529412        noNeg            -0.125163142927339
T_7123947 	 viable        	 6700     	 6550  	 175      	 0.8571428571        noNeg            -0.154150679877258
T_1929882 	 viable        	 3650     	 3410  	 245      	 0.9795918367        noNeg            -0.0206192872381521
T_8660769 	 viable        	 9500     	 9170  	 340      	 0.9705882353        noNeg            -0.0298529631436203
T_6517834 	 viable        	 6005     	 6000  	 10       	 0.5                 noNeg            -0.693147180559945
T_4562535 	 viable        	 575      	 570   	 5        	 1                   noNeg            2.22044604925031e-16
T_7491533 	 viable        	 8680     	 8480  	 480      	 0.4166666667        noNeg            -0.875468737273899
T_3000137 	 viable        	 6290     	 6210  	 40       	 2                   noNeg            0.693147180559945
T_1878803 	 viable        	 6800     	 6630  	 340      	 0.5                 noNeg            -0.693147180559945
T_2656155 	 viable        	 3745     	 3740  	 495      	 0.0101010101        noNeg            -4.59511985023457
T_4949431 	 viable        	 8660     	 8500  	 80       	 2                   noNeg            0.693147180559945
T_2084827 	 viable        	 745      	 620   	 155      	 0.8064516129        noNeg            -0.215111379620945
T_9125645 	 viable        	 9700     	 9640  	 325      	 0.1846153846        noNeg            -1.68948062019097
T_8096400 	 viable        	 6099     	 6080  	 35       	 0.5428571429        noNeg            -0.610909082244026
T_9214522 	 viable        	 2900     	 2840  	 110      	 0.5454545455        noNeg            -0.606135803486982
T_685489  	 viable        	 5670     	 5370  	 230      	 1.304347826         noNeg            0.265703165666339
T_6295475 	 viable        	 2850     	 2720  	 280      	 0.4642857143        noNeg            -0.767255152682897
T_7784562 	 viable        	 6280     	 6200  	 225      	 0.3555555556        noNeg            -1.03407376740554
T_8547399 	 viable        	 4500     	 4260  	 470      	 0.5106382979        noNeg            -0.672093771307946
T_2878766 	 viable        	 775      	 720   	 85       	 0.6470588235        noNeg            -0.4353180713033
T_1229446 	 viable        	 3000     	 2820  	 120      	 1.5                 noNeg            0.405465108108165
T_5876294 	 viable        	 5080     	 4970  	 150      	 0.7333333333        noNeg            -0.310154928349294
T_7751708 	 viable        	 7800     	 7220  	 455      	 1.274725275         noNeg            0.242730684805032
T_4921955 	 viable        	 2000     	 1810  	 305      	 0.6229508197        noNeg            -0.473287704402188
T_1434309 	 viable        	 5700     	 5250  	 200      	 2.25                noNeg            0.810930216216329
T_6731852 	 viable        	 2200     	 2080  	 75       	 1.6                 noNeg            0.470003629245736
T_5041108 	 viable        	 5725     	 5410  	 400      	 0.7875              noNeg            -0.238891908282349
T_322226  	 viable        	 2120     	 1870  	 325      	 0.7692307692        noNeg            -0.262364264507491
T_951637  	 viable        	 9800     	 9740  	 40       	 1.5                 noNeg            0.405465108108165
T_2872004 	 viable        	 1500     	 1030  	 395      	 1.189873418         noNeg            0.173846930037025
T_8731071 	 viable        	 6000     	 5940  	 105      	 0.5714285714        noNeg            -0.559615787985422
T_723482  	 viable        	 6500     	 6470  	 75       	 0.4                 noNeg            -0.916290731874154
T_3392083 	 viable        	 9300     	 9150  	 275      	 0.5454545455        noNeg            -0.606135803486982
T_8040065 	 viable        	 1100     	 770   	 225      	 1.466666667         noNeg            0.382992252483379
T_2162627 	 viable        	 6080     	 6010  	 35       	 2                   noNeg            0.693147180559945
T_5828551 	 viable        	 6500     	 6280  	 280      	 0.7857142857        noNeg            -0.24116205683507
T_4411108 	 viable        	 5900     	 5630  	 455      	 0.5934065934        noNeg            -0.521875459963686
T_6607470 	 viable        	 2154     	 1990  	 220      	 0.7454545455        noNeg            -0.293761118467187
T_3722440 	 viable        	 4674     	 4670  	 5        	 0.8                 noNeg            -0.223143551314209
T_3120457 	 viable        	 3600     	 3570  	 230      	 0.1304347826        noNeg            -2.03688192732771
T_8249180 	 viable        	 2000     	 1810  	 395      	 0.4810126582        noNeg            -0.73186169279853
T_1871191 	 viable        	 7650     	 7550  	 210      	 0.4761904762        noNeg            -0.741937344709377
T_4393712 	 useful        	 8280     	 8040  	 125      	 1.92                noNeg            0.65232518603969
T_4290470 	 useful        	 5300     	 5200  	 225      	 0.4444444444        noNeg            -0.810930216316328
T_7800783 	 useful        	 10800    	 10450 	 400      	 0.875               noNeg            -0.133531392624522
T_2142702 	 useful        	 2600     	 2430  	 390      	 0.4358974359        noNeg            -0.830348302067547
T_9020567 	 useful        	 5800     	 5110  	 365      	 1.890410959         noNeg            0.636794244059538
T_7579813 	 useful        	 9600     	 9430  	 280      	 0.6071428571        noNeg            -0.498991166189576
T_9988687 	 useful        	 6440     	 6240  	 455      	 0.4395604396        noNeg            -0.821980052312913
T_7123947 	 useful        	 2950     	 2830  	 195      	 0.6153846154        noNeg            -0.4855078157567
T_1929882 	 useful        	 9850     	 9620  	 315      	 0.7301587302        noNeg            -0.314493329845916
T_8660769 	 useful        	 5500     	 5320  	 135      	 1.333333333         noNeg            0.287682072201781
T_6517834 	 useful        	 9470     	 9460  	 15       	 0.6666666667        noNeg            -0.405465108058164
T_4562535 	 useful        	 4250     	 3920  	 205      	 1.609756098         noNeg            0.476082675594845
T_7491533 	 useful        	 8790     	 8720  	 60       	 1.166666667         noNeg            0.154150680112973
T_3000137 	 useful        	 2500     	 2430  	 100      	 0.7                 noNeg            -0.356674943938732
T_1878803 	 useful        	 3610     	 3570  	 35       	 1.142857143         noNeg            0.133531392749523
T_2656155 	 useful        	 4050     	 3750  	 280      	 1.071428571         noNeg            0.0689928710869517
T_4949431 	 useful        	 5300     	 5120  	 90       	 2                   noNeg            0.693147180559945
T_2084827 	 useful        	 4580     	 4430  	 145      	 1.034482759         noNeg            0.0339015520423483
T_9125645 	 useful        	 1970     	 1940  	 415      	 0.07228915663       noNeg            -2.62708113852021
T_8096400 	 useful        	 8300     	 8050  	 205      	 1.219512195         noNeg            0.198450938623839
T_9214522 	 useful        	 9800     	 9330  	 450      	 1.044444444         noNeg            0.0434851115142072
T_685489  	 useful        	 4525     	 4080  	 425      	 1.047058824         noNeg            0.0459851136912618
T_6295475 	 useful        	 2950     	 2770  	 185      	 0.972972973         noNeg            -0.0273989741603365
T_7784562 	 useful        	 4525     	 4370  	 415      	 0.3734939759        noNeg            -0.984853403321128
T_8547399 	 useful        	 5000     	 4630  	 415      	 0.8915662651        noNeg            -0.114775514547833
T_2878766 	 useful        	 6000     	 5840  	 405      	 0.3950617284        noNeg            -0.928713251860212
T_1229446 	 useful        	 7300     	 7040  	 345      	 0.7536231884        noNeg            -0.282862786023524
T_5876294 	 useful        	 6125     	 5800  	 420      	 0.7738095238        noNeg            -0.256429528959984
T_7751708 	 useful        	 8600     	 8450  	 210      	 0.7142857143        noNeg            -0.336472236601213
T_4921955 	 useful        	 3100     	 2650  	 445      	 1.011235955         noNeg            0.01117330054257
T_1434309 	 useful        	 8300     	 8170  	 105      	 1.238095238         noNeg            0.213574100221136
T_6731852 	 useful        	 6000     	 5760  	 360      	 0.6666666667        noNeg            -0.405465108058164
T_322226  	 useful        	 4123     	 3930  	 200      	 0.965               noNeg            -0.0356271776431509
T_951637  	 useful        	 4150     	 4080  	 340      	 0.2058823529        noNeg            -1.58045037576085
T_2872004 	 useful        	 2200     	 1840  	 360      	 1                   noNeg            2.22044604925031e-16
T_8731071 	 useful        	 1700     	 1640  	 270      	 0.2222222222        noNeg            -1.50407739687627
T_3392083 	 useful        	 5800     	 5740  	 45       	 1.333333333         noNeg            0.287682072201781
T_8040065 	 useful        	 3200     	 3060  	 265      	 0.5283018868        noNeg            -0.638087403362632
T_2162627 	 useful        	 7800     	 7690  	 100      	 1.1                 noNeg            0.0953101798043251
T_5828551 	 useful        	 2200     	 1670  	 370      	 1.432432432         noNeg            0.359374000606011
T_4411108 	 useful        	 2100     	 1950  	 235      	 0.6382978723        noNeg            -0.448950220111236
T_6607470 	 useful        	 8923     	 8550  	 445      	 0.8382022472        noNeg            -0.176495862511701
T_3722440 	 useful        	 9000     	 8910  	 95       	 0.9473684211        noNeg            -0.0540672212202756
T_8249180 	 useful        	 3800     	 3530  	 485      	 0.5567010309        noNeg            -0.585726931989108
T_1871191 	 useful        	 10005    	 9760  	 175      	 1.4                 noNeg            0.336472236621213
T_6363927 	 notable       	 10500    	 10210 	 285      	 1.01754386          noNeg            0.017391743056697
T_1624020 	 notable       	 850      	 730   	 215      	 0.5581395349        noNeg            -0.58314628531645
T_3134710 	 notable       	 2900     	 2610  	 445      	 0.6516853933        noNeg            -0.428193359121927
T_3796733 	 notable       	 9450     	 9040  	 285      	 1.438596491         noNeg            0.363667979271167
T_8198894 	 notable       	 9800     	 9660  	 105      	 1.333333333         noNeg            0.287682072201781
T_3479305 	 notable       	 2020     	 1710  	 155      	 2                   noNeg            0.693147180559945
